 0.00000000e+00  0.00000000e+00 
 5.00000000e-06  1.26102237e-03 
 5.01653657e-06  1.26567763e-03 
 5.04960970e-06  1.27501324e-03 
 5.11575596e-06  1.29377029e-03 
 5.24804849e-06  1.33130139e-03 
 5.42434480e-06  1.38103952e-03 
 5.71178465e-06  1.46125359e-03 
 6.27253516e-06  1.61452584e-03 
 7.39403617e-06  1.90760550e-03 
 9.63703820e-06  2.43728607e-03 
 1.28721716e-05  3.06490518e-03 
 1.59925393e-05  3.53927031e-03 
 1.83521247e-05  3.83806161e-03 
 2.09639453e-05  4.13396614e-03 
 2.37837450e-05  4.42644391e-03 
 2.75620242e-05  4.79468619e-03 
 3.14877312e-05  5.16220430e-03 
 3.68351079e-05  5.65125783e-03 
 4.35556699e-05  6.25429269e-03 
 5.36238353e-05  7.13503166e-03 
 7.07631645e-05  8.55298664e-03 
 1.05041823e-04  1.09354169e-02 
 1.46192129e-04  1.27266427e-02 
 1.93413308e-04  1.30452754e-02 
 2.42440781e-04  1.14181641e-02 
 2.79025431e-04  9.22143431e-03 
 3.22522781e-04  5.83351958e-03 
 3.38276769e-04  4.15319015e-03 
 3.49499341e-04  3.00187149e-03 
 3.59647667e-04  1.94995620e-03 
 3.70198462e-04  8.67414561e-04 
 3.91300054e-04 -1.22607854e-03 
 4.22944672e-04 -4.01346821e-03 
 4.59384272e-04 -6.42672948e-03 
 4.87275486e-04 -7.52413125e-03 
 5.13436920e-04 -7.87224950e-03 
 5.39746023e-04 -7.53465969e-03 
 5.72925719e-04 -6.19237641e-03 
 6.01145897e-04 -4.40697375e-03 
 6.26119057e-04 -2.52633012e-03 
 6.48416564e-04 -5.41298614e-04 
 6.61594132e-04  9.19327106e-04 
 6.70794536e-04  1.98180131e-03 
 6.79646834e-04  3.01133034e-03 
 6.97351431e-04  5.06657231e-03 
 7.21417453e-04  7.76876550e-03 
 7.49397241e-04  1.06269429e-02 
 7.86830663e-04  1.36222719e-02 
 8.23099178e-04  1.53048960e-02 
 8.67962172e-04  1.54273402e-02 
 9.12913846e-04  1.34323670e-02 
 9.45838897e-04  1.09514126e-02 
 9.72968156e-04  8.55394309e-03 
 9.86891184e-04  7.00981636e-03 
 9.98231064e-04  5.57383757e-03 
 1.00641300e-03  4.51246765e-03 
 1.01413030e-03  3.50868210e-03 
 1.02956489e-03  1.50516451e-03 
 1.05227280e-03 -1.36311123e-03 
 1.07626855e-03 -4.17844263e-03 
 1.11590450e-03 -7.93486093e-03 
 1.14517133e-03 -9.74784269e-03 
 1.17149715e-03 -1.05300961e-02 
 1.19799450e-03 -1.04407279e-02 
 1.23300525e-03 -9.02180929e-03 
 1.26141084e-03 -6.94084867e-03 
 1.29002359e-03 -4.32447690e-03 
 1.31667981e-03 -1.48087505e-03 
 1.32953098e-03  3.63044483e-04 
 1.33782349e-03  1.56521985e-03 
 1.34580028e-03  2.72153088e-03 
 1.35780323e-03  4.45950385e-03 
 1.36904581e-03  6.07253900e-03 
 1.39153098e-03  9.19501505e-03 
 1.41181915e-03  1.17954425e-02 
 1.44926971e-03  1.57036493e-02 
 1.48334798e-03  1.79237396e-02 
 1.52187151e-03  1.85878870e-02 
 1.56407825e-03  1.69944339e-02 
 1.61187030e-03  1.28261813e-02 
 1.63895125e-03  9.93692591e-03 
 1.65485767e-03  7.72478283e-03 
 1.66535450e-03  6.02314523e-03 
 1.67143754e-03  5.04237319e-03 
 1.67756728e-03  4.05510166e-03 
 1.68539973e-03  2.79310900e-03 
 1.69782616e-03  8.00221228e-04 
 1.70913992e-03 -9.86201140e-04 
 1.73176744e-03 -4.40614739e-03 
 1.75280638e-03 -7.28522955e-03 
 1.78235686e-03 -1.06064347e-02 
 1.81030520e-03 -1.27517087e-02 
 1.83888115e-03 -1.37755767e-02 
 1.86735403e-03 -1.35355279e-02 
 1.89461973e-03 -1.21564806e-02 
 1.92176652e-03 -9.80210670e-03 
 1.94903509e-03 -6.77193878e-03 
 1.96899064e-03 -4.39301561e-03 
 1.97881912e-03 -2.97706137e-03 
 1.98877659e-03 -1.27723590e-03 
 1.99445826e-03 -2.56766075e-04 
 2.00105101e-03  9.27501311e-04 
 2.01130653e-03  2.76214534e-03 
 2.02264199e-03  4.77976059e-03 
 2.03343984e-03  6.68906074e-03 
 2.05503553e-03  1.03888239e-02 
 2.07612920e-03  1.37276630e-02 
 2.10660271e-03  1.77879847e-02 
 2.14195583e-03  2.09560396e-02 
 2.17505972e-03  2.21229148e-02 
 2.21503952e-03  2.10374026e-02 
 2.25793965e-03  1.71436366e-02 
 2.28498128e-03  1.37486731e-02 
 2.30639704e-03  1.08423256e-02 
 2.31471163e-03  9.35173596e-03 
 2.32333675e-03  7.64187034e-03 
 2.32877182e-03  6.55787940e-03 
 2.33504048e-03  5.31472368e-03 
